hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
7.609788041053055,6,3,3,1.0,2.0,1.0,29,Travel_Frequently,Research & Development,28,3,Medical,1,3740,Female,5,Research Scientist,Single,44340,5.0,Y,17,8,3,7.0,1,5,0,0
6.458268630075834,5,3,3,3.0,2.0,3.0,36,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3282,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4
7.212363900044444,16,3,3,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,1,4001,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10
6.247788933511667,10,4,4,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3012,Female,2,Healthcare Representative,Married,59060,4.0,Y,23,8,0,21.0,4,3,1,1
9.564423248549723,6,3,3,3.0,4.0,3.0,36,Travel_Rarely,Research & Development,10,3,Medical,1,3376,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7
6.868895582329166,18,2,3,2.0,3.0,3.0,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3161,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6
7.264612896028333,7,3,3,1.0,1.0,2.0,51,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2793,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8
8.892337126282778,6,2,4,4.0,4.0,3.0,20,Travel_Frequently,Sales,8,3,Marketing,1,519,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2
6.301752565818611,11,3,3,3.0,4.0,3.0,43,Travel_Rarely,Research & Development,11,2,Life Sciences,1,641,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7
7.248608879964166,11,3,3,1.0,1.0,2.0,38,Travel_Frequently,Sales,4,3,Medical,1,3288,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2
7.643196117804444,4,4,3,4.0,4.0,3.0,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3054,Female,2,Research Director,Single,66670,9.0,Y,12,8,1,6.0,6,3,1,2
6.888547523426944,21,3,4,4.0,3.0,3.0,26,Travel_Rarely,Research & Development,11,4,Medical,1,2677,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0
6.009721106648611,10,3,3,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,5,3,Medical,1,1009,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4
10.263045515394722,10,2,3,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,6,2,Medical,1,2020,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7
5.562757697456389,22,3,3,4.0,2.0,2.0,34,Travel_Rarely,Research & Development,9,2,Medical,1,770,Male,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,5,0,2
9.113384649709722,8,1,3,3.0,3.0,3.0,50,Travel_Rarely,Research & Development,4,2,Medical,1,3809,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0
6.696197010263056,18,3,4,3.0,1.0,4.0,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11
7.701337572512222,21,2,3,4.0,4.0,3.0,40,Non-Travel,Research & Development,7,3,Medical,1,3781,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2
6.624929718875277,19,2,4,4.0,2.0,3.0,49,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3
6.221309683176944,15,2,4,3.0,3.0,2.0,56,Non-Travel,Research & Development,8,1,Life Sciences,1,2654,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9
10.43528558679139,8,1,3,4.0,3.0,3.0,49,Travel_Rarely,Sales,21,1,Life Sciences,1,216,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9
6.571873047746389,12,3,3,1.0,3.0,3.0,40,Travel_Frequently,Sales,9,3,Marketing,1,3284,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0
6.3591231593036115,16,3,3,2.0,4.0,3.0,48,Travel_Rarely,Research & Development,6,3,Medical,1,1657,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7
10.706489290495277,6,3,3,4.0,1.0,3.0,46,Travel_Rarely,Sales,12,3,Marketing,1,1991,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7
7.3498136992413885,7,3,4,3.0,3.0,1.0,37,Non-Travel,Sales,8,4,Medical,1,2235,Male,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,6,1,3
9.43807675145,9,3,3,3.0,3.0,4.0,38,Travel_Rarely,Research & Development,1,3,Medical,1,3225,Female,3,Manager,Single,96190,4.0,Y,13,8,1,10.0,2,1,0,0
6.825716198125833,18,3,3,4.0,3.0,3.0,34,Travel_Rarely,Sales,1,3,Medical,1,2659,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7
7.496612003569722,6,3,3,4.0,3.0,4.0,26,Travel_Rarely,Research & Development,9,1,Medical,1,2437,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2
7.670272199910555,4,3,3,3.0,2.0,3.0,41,Non-Travel,Sales,6,3,Life Sciences,1,2164,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9
6.499181169120833,4,2,3,3.0,2.0,4.0,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,1634,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1
10.067626059794723,17,3,3,2.0,4.0,3.0,44,Travel_Rarely,Research & Development,8,1,Life Sciences,1,1178,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2
10.208935742971667,11,3,3,4.0,4.0,2.0,41,Travel_Frequently,Research & Development,1,3,Life Sciences,1,731,Male,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,6,3,3
6.934036144578055,9,2,3,1.0,3.0,2.0,25,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3676,Male,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,3,1,2
6.483514056224722,18,3,3,4.0,3.0,3.0,41,Travel_Rarely,Sales,6,4,Marketing,1,2431,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7
6.208456046407778,8,1,3,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,21,3,Medical,1,2408,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0
6.970358099062778,8,3,3,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,10,4,Medical,1,2630,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2
6.9041834002675,16,2,3,2.0,1.0,2.0,28,Non-Travel,Research & Development,19,4,Life Sciences,1,3463,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9
6.0050401606425,12,3,3,3.0,2.0,2.0,45,Non-Travel,Research & Development,8,1,Life Sciences,1,439,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8
8.398550870147222,11,2,3,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3318,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15
8.127777777777778,7,2,3,4.0,4.0,4.0,35,Travel_Frequently,Research & Development,17,4,Medical,1,3869,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7
7.956104417670556,14,2,3,2.0,4.0,4.0,18,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0
7.486257251226944,9,3,3,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,3250,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4
6.599556001784722,20,2,3,4.0,4.0,3.0,35,Travel_Rarely,Research & Development,1,4,Other,1,716,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0
7.656813922355833,5,3,3,3.0,2.0,3.0,29,Travel_Rarely,Research & Development,28,4,Life Sciences,1,4224,Female,1,Sales Representative,Married,48410,0.0,Y,11,8,0,6.0,3,5,0,4
7.160384872824444,7,3,3,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,1,3,Medical,1,1658,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7
10.724109772422779,2,1,3,4.0,3.0,3.0,49,Travel_Rarely,Sales,21,1,Life Sciences,1,3156,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9
6.25094042838,20,3,3,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,1,2436,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10
5.618691432396111,23,3,3,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2549,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4
9.478331102186388,8,3,4,3.0,4.0,2.0,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2448,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3
5.701992414100833,23,1,3,4.0,1.0,3.0,56,Travel_Rarely,Research & Development,3,2,Other,1,594,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2
8.645654841588334,20,3,3,2.0,4.0,3.0,55,Travel_Rarely,Research & Development,1,4,Other,1,2966,Female,1,Research Scientist,Married,67990,3.0,Y,11,8,0,12.0,2,10,0,8
5.979871709058333,8,3,3,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4019,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4
5.9883344489066666,15,2,3,3.0,4.0,3.0,55,Travel_Rarely,Research & Development,11,1,Medical,1,859,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13
6.9260832217758335,6,2,4,1.0,1.0,1.0,33,Travel_Rarely,Research & Development,9,1,Medical,1,2318,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2
9.400333556447778,16,3,3,2.0,2.0,2.0,52,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3630,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7
5.935011155733889,6,3,3,2.0,3.0,4.0,31,Travel_Rarely,Sales,1,3,Life Sciences,1,418,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2
7.1794210174027775,7,3,3,4.0,3.0,2.0,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2415,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0
9.233674698795,5,2,3,1.0,2.0,2.0,47,Non-Travel,Research & Development,1,1,Medical,1,2954,Male,1,Research Scientist,Married,57620,1.0,Y,11,8,2,10.0,4,10,9,9
7.508684738955556,11,3,4,3.0,1.0,3.0,34,Travel_Rarely,Sales,9,2,Medical,1,1329,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8
8.53712851405611,10,2,3,1.0,3.0,3.0,50,Travel_Rarely,Research & Development,12,4,Medical,1,2719,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2
7.593150379294722,6,3,3,2.0,2.0,3.0,33,Travel_Rarely,Sales,3,3,Life Sciences,1,2423,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13
5.857095046853889,10,2,3,3.0,4.0,3.0,34,Travel_Frequently,Sales,28,4,Marketing,1,889,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2
6.408226238286389,17,3,3,3.0,,1.0,34,Travel_Rarely,Sales,2,5,Life Sciences,1,3296,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2
8.652973003123334,15,3,4,1.0,1.0,2.0,27,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2102,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8
8.704915216421112,6,2,3,1.0,3.0,3.0,50,Travel_Rarely,Research & Development,12,4,Medical,1,1249,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2
5.945851182507778,10,2,3,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,2,1,Medical,1,3975,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2
7.167636099955278,16,2,3,2.0,1.0,3.0,26,Non-Travel,Research & Development,21,1,Life Sciences,1,491,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2
7.122371709058333,6,2,3,2.0,1.0,3.0,43,Travel_Rarely,Research & Development,25,2,Medical,1,3292,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0
7.507265729585,6,3,3,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,1,2531,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10
8.691863007585834,3,3,3,4.0,4.0,2.0,40,Travel_Rarely,Sales,9,3,Marketing,1,1766,Male,2,Research Scientist,Single,20730,0.0,Y,14,8,0,5.0,3,4,2,3
7.285990629183333,11,2,4,4.0,2.0,4.0,36,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2903,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7
10.050090361445555,13,3,3,4.0,2.0,4.0,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1901,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0
5.895283355644723,23,3,3,3.0,3.0,3.0,48,Travel_Rarely,Sales,3,3,Medical,1,3419,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8
10.355796519410834,3,3,3,3.0,3.0,3.0,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,667,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2
7.660025658188055,7,2,3,1.0,1.0,3.0,45,Non-Travel,Sales,2,4,Life Sciences,1,2356,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5
10.085300089245834,12,3,3,3.0,4.0,3.0,28,Travel_Frequently,Sales,8,3,Life Sciences,1,2577,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7
6.0840528781791665,9,4,3,3.0,3.0,3.0,39,Travel_Rarely,Sales,26,4,Life Sciences,1,4393,Male,2,Research Director,Divorced,81610,7.0,Y,12,8,1,7.0,2,3,1,2
5.591714636323055,21,1,4,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,14,4,Medical,1,710,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3
6.533760597947222,13,3,3,3.0,2.0,3.0,49,Travel_Rarely,Research & Development,7,3,Technical Degree,1,797,Female,2,Sales Executive,Divorced,50940,3.0,Y,15,8,0,29.0,5,8,0,7
7.403495091476945,16,3,4,3.0,4.0,4.0,34,Travel_Rarely,Research & Development,10,4,Other,1,726,Female,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,14,4,11
6.627418563141389,11,3,3,2.0,4.0,2.0,35,Travel_Rarely,Sales,24,3,Medical,1,483,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2
10.218195002231111,6,2,4,4.0,2.0,3.0,35,Travel_Rarely,Sales,2,1,Technical Degree,1,1088,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2
8.258628960285556,8,3,4,4.0,4.0,4.0,44,Travel_Rarely,Human Resources,26,3,Life Sciences,1,1244,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3
7.207425256581667,13,3,3,4.0,4.0,3.0,37,Travel_Rarely,Sales,5,1,Marketing,1,28,Male,1,Research Scientist,Single,27050,1.0,Y,11,8,0,17.0,2,17,5,7
6.2932005800980555,8,3,3,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,1,1122,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0
6.934087460954722,13,3,3,1.0,1.0,3.0,45,Travel_Frequently,Research & Development,3,1,Medical,1,54,Female,1,Sales Executive,Divorced,35400,1.0,Y,13,8,0,24.0,6,24,9,11
6.2708099062916665,19,1,3,2.0,3.0,3.0,42,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1494,Male,1,Manufacturing Director,Married,89260,1.0,Y,14,8,0,20.0,4,20,11,6
5.562235609103055,21,4,3,3.0,4.0,3.0,26,Travel_Frequently,Sales,16,2,Life Sciences,1,1104,Male,2,Healthcare Representative,Married,83800,,Y,14,8,0,8.0,3,7,7,7
8.065640339134166,4,3,4,3.0,1.0,3.0,31,Non-Travel,Research & Development,28,4,Medical,1,3392,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2
5.925844489067222,7,3,3,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2715,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8
6.280741856313889,15,3,3,4.0,2.0,3.0,31,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3718,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2
6.963438197233334,7,3,3,2.0,1.0,4.0,27,Travel_Rarely,Human Resources,11,4,Medical,1,3700,Male,4,Sales Executive,Married,66320,0.0,Y,16,8,0,6.0,3,5,1,4
5.766541722445278,10,2,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,22,3,Medical,1,3130,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9
5.692788933511666,12,3,3,1.0,4.0,3.0,44,Travel_Rarely,Research & Development,21,4,Life Sciences,1,671,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5
5.543419232485277,19,2,3,3.0,3.0,3.0,40,Travel_Rarely,Sales,26,4,Marketing,1,160,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12
6.284019410977222,20,1,3,4.0,4.0,2.0,37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11
6.210493083444722,17,3,3,3.0,3.0,2.0,28,Non-Travel,Research & Development,21,1,Medical,1,1124,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4
5.852395136099722,6,3,3,4.0,4.0,3.0,42,Travel_Rarely,Research & Development,8,2,Life Sciences,1,872,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1
6.1229562695225,17,2,4,3.0,3.0,2.0,56,Non-Travel,Research & Development,8,1,Life Sciences,1,4124,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9
7.825960508701389,11,3,4,3.0,1.0,3.0,31,Non-Travel,Research & Development,28,4,Medical,1,452,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2
6.423100178491667,17,3,4,1.0,4.0,3.0,56,Travel_Rarely,Human Resources,1,2,Medical,1,4037,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0
10.056658857652778,12,3,3,2.0,4.0,4.0,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,2250,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2
7.229529228023056,16,2,3,3.0,3.0,3.0,29,Travel_Rarely,Research & Development,10,3,Other,1,337,Male,1,Research Scientist,Married,34520,1.0,Y,11,8,0,10.0,3,10,0,7
10.652589245872223,1,4,3,2.0,1.0,3.0,29,Travel_Rarely,Sales,2,4,Marketing,1,332,Female,4,Research Scientist,Married,106500,1.0,Y,13,8,2,1.0,2,1,0,0
8.626478134761111,7,1,4,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,12,2,Medical,1,181,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0
6.039737840249722,17,2,3,4.0,4.0,1.0,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,373,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2
6.781315261044167,11,3,3,1.0,4.0,3.0,44,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2711,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17
7.504865015617778,9,3,3,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,1,986,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3
5.838710397143889,21,4,3,3.0,4.0,2.0,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,351,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3
7.241699018295278,17,4,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,10,1,Life Sciences,1,843,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2
5.908915662650555,17,3,3,1.0,3.0,4.0,47,Travel_Rarely,Research & Development,3,2,Medical,1,2237,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6
7.165268853190278,14,3,4,1.0,4.0,2.0,24,Non-Travel,Research & Development,2,5,Technical Degree,1,1853,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4
8.037553547523334,17,3,3,2.0,4.0,1.0,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1213,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5
5.794085229808055,9,3,3,3.0,2.0,1.0,23,Travel_Rarely,Sales,6,4,Life Sciences,1,2451,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2
8.811875278893334,5,1,3,2.0,2.0,3.0,56,Travel_Rarely,Research & Development,15,3,Life Sciences,1,4275,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3
9.308866577420556,8,3,3,4.0,1.0,3.0,50,Travel_Rarely,Research & Development,17,3,Medical,1,4144,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0
6.844675368139167,10,2,4,3.0,4.0,2.0,23,Travel_Rarely,Research & Development,20,4,Life Sciences,1,3028,Male,1,Manufacturing Director,Divorced,53990,1.0,Y,23,8,0,4.0,2,4,0,2
5.738525211958889,15,3,3,1.0,1.0,2.0,36,Travel_Frequently,Sales,16,2,Life Sciences,1,711,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13
6.132840249888333,21,3,4,3.0,2.0,3.0,49,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7
7.434053993752777,6,4,4,3.0,4.0,3.0,30,Travel_Rarely,Sales,8,2,Technical Degree,1,1301,Male,1,Sales Representative,Married,63920,1.0,Y,21,8,1,11.0,2,11,10,8
6.606155734047222,21,3,4,2.0,4.0,3.0,31,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1479,Male,3,Laboratory Technician,Married,20440,0.0,Y,21,8,0,10.0,2,9,7,8
7.947584783578611,16,2,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,10,4,Life Sciences,1,4367,Female,2,Research Scientist,Single,55620,5.0,Y,13,8,0,8.0,3,5,0,4
8.145224230254167,10,2,3,2.0,1.0,2.0,24,Travel_Frequently,Sales,3,3,Life Sciences,1,3743,Male,2,Research Scientist,Single,76540,2.0,Y,17,8,1,4.0,3,0,0,0
7.124975457385,13,3,3,3.0,1.0,3.0,49,Travel_Rarely,Sales,9,3,Technical Degree,1,1852,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2
6.873062248995834,10,3,3,4.0,3.0,3.0,30,Travel_Rarely,Research & Development,20,3,Medical,1,3264,Male,1,Laboratory Technician,Married,25230,3.0,Y,13,8,1,7.0,2,2,0,2
5.588887773315278,21,3,3,3.0,3.0,4.0,46,Non-Travel,Sales,2,4,Marketing,1,108,Female,2,Laboratory Technician,Married,30650,2.0,Y,11,8,0,7.0,3,1,0,0
7.688128067826667,3,2,3,2.0,3.0,3.0,42,Travel_Frequently,Research & Development,2,4,Medical,1,1654,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0
7.2211869701025,6,2,3,4.0,4.0,4.0,45,Travel_Rarely,Research & Development,7,2,Other,1,498,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1
6.474336233824166,9,3,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,1,3,Medical,1,4298,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2
6.683171575189444,11,3,3,4.0,3.0,3.0,18,Travel_Rarely,Sales,7,3,Life Sciences,1,1514,Male,1,Research Scientist,Single,38120,1.0,Y,15,8,0,0.0,3,0,0,0
6.163679161088611,13,2,3,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,3,3,Life Sciences,1,721,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8
6.5595470771975,9,3,3,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,1,3906,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10
9.259908522980556,18,4,3,4.0,4.0,2.0,22,Non-Travel,Research & Development,8,3,Life Sciences,1,4170,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0
5.616666666666666,21,3,3,2.0,,2.0,34,Travel_Rarely,Research & Development,2,2,Life Sciences,1,860,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1
5.761482597054722,22,2,3,3.0,4.0,2.0,28,Travel_Rarely,Sales,7,5,Life Sciences,1,1133,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3
5.815461847389445,10,3,4,4.0,3.0,2.0,30,Travel_Rarely,Sales,1,2,Technical Degree,1,792,Male,1,Laboratory Technician,Married,25060,8.0,Y,22,8,0,4.0,3,2,2,2
7.412276885318889,19,2,3,2.0,3.0,3.0,38,Travel_Rarely,Sales,20,4,Medical,1,2643,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11
